frame,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z
10,0.4474,-3.6182,0.2249,0.5253,-3.5791,0.225,0.3914,-3.6391,0.2193,0.5855,-3.5456,0.2177,0.3274,-3.6499,0.2208,0.6373,-3.5219,0.2178,0.4617,-3.5735,0.1012,0.5,-3.552,0.1017,0.4519,-3.5391,0.0222,0.5069,-3.52,0.0243,0.4496,-3.5267,-0.0541,0.5116,-3.4986,-0.0566
11,0.4464,-3.6181,0.225,0.5252,-3.5789,0.2259,0.3918,-3.6336,0.2181,0.5861,-3.5495,0.2195,0.3245,-3.6382,0.2176,0.6451,-3.5343,0.2191,0.4615,-3.5715,0.0993,0.498,-3.5509,0.1017,0.4528,-3.5381,0.0197,0.507,-3.5198,0.021,0.4507,-3.5283,-0.0542,0.5104,-3.4966,-0.0574
12,0.4494,-3.6189,0.225,0.5262,-3.5845,0.223,0.4021,-3.6495,0.221,0.5855,-3.5563,0.2194,0.3392,-3.6632,0.225,0.01,0.01,0.01,0.4625,-3.5722,0.1011,0.4945,-3.5521,0.1001,0.4514,-3.5353,0.0249,0.5039,-3.5179,0.0245,0.4504,-3.5248,-0.0547,0.5084,-3.4954,-0.0564
13,0.4476,-3.6199,0.2259,0.5247,-3.5815,0.2234,0.3994,-3.6416,0.2215,0.5925,-3.5597,0.2202,0.3405,-3.6765,0.2262,0.6449,-3.5387,0.222,0.4601,-3.5685,0.101,0.4961,-3.5506,0.1008,0.4526,-3.5456,0.0237,0.503,-3.517,0.022,0.4509,-3.5298,-0.0551,0.5094,-3.4957,-0.0572
14,0.4465,-3.6189,0.2249,0.5259,-3.5829,0.2227,0.3984,-3.6415,0.2198,0.5926,-3.5602,0.2203,0.3333,-3.6622,0.2239,0.6451,-3.5399,0.2221,0.4615,-3.5721,0.0992,0.4973,-3.5522,0.0992,0.4556,-3.5475,0.0228,0.503,-3.5168,0.0203,0.4522,-3.5322,-0.0552,0.5086,-3.4961,-0.058
15,0.4477,-3.6207,0.2252,0.5233,-3.5844,0.2231,0.4003,-3.6514,0.2214,0.5865,-3.5571,0.2212,0.3451,-3.6847,0.2252,0.6438,-3.5375,0.2213,0.4605,-3.5715,0.0993,0.4964,-3.5519,0.0981,0.4536,-3.5464,0.0228,0.505,-3.5188,0.021,0.4509,-3.5294,-0.055,0.5082,-3.4937,-0.058
16,0.4465,-3.6192,0.2259,0.524,-3.583,0.2238,0.3984,-3.6419,0.2223,0.5909,-3.5558,0.2209,0.3374,-3.6742,0.2258,0.645,-3.5342,0.2225,0.4606,-3.5719,0.1002,0.4945,-3.5518,0.0992,0.4538,-3.5471,0.0229,0.5001,-3.5166,0.0221,0.4518,-3.5287,-0.055,0.5085,-3.4961,-0.0564
17,0.4466,-3.6197,0.226,0.5242,-3.5841,0.2241,0.3999,-3.6562,0.2227,0.5911,-3.5625,0.2214,0.34,-3.6927,0.2259,0.6444,-3.5362,0.2226,0.4605,-3.5706,0.1004,0.4952,-3.5498,0.0994,0.4541,-3.5491,0.0231,0.504,-3.5177,0.0212,0.4509,-3.5294,-0.055,0.5095,-3.4966,-0.0564
18,0.4462,-3.6165,0.2258,0.5232,-3.5837,0.2232,0.3924,-3.6407,0.2227,0.5847,-3.5573,0.2203,0.3281,-3.6566,0.2178,0.6453,-3.5356,0.2217,0.4609,-3.573,0.097,0.4958,-3.5538,0.0985,0.4485,-3.534,0.0242,0.508,-3.5209,0.0237,0.4485,-3.5238,-0.0547,0.5104,-3.4966,-0.0574
19,0.4464,-3.6178,0.224,0.5204,-3.5766,0.2229,0.3923,-3.6379,0.2223,0.5861,-3.5545,0.2191,0.3308,-3.6754,0.2234,0.6451,-3.5348,0.2226,0.4627,-3.5727,0.0978,0.4943,-3.5494,0.0968,0.454,-3.5414,0.0239,0.5021,-3.517,0.0204,0.4512,-3.5234,-0.0548,0.5094,-3.4952,-0.0581
20,0.4461,-3.6157,0.2259,0.5219,-3.5809,0.2232,0.3988,-3.6547,0.2227,0.587,-3.5601,0.2188,0.3329,-3.6778,0.2253,0.6445,-3.5368,0.2233,0.4614,-3.5699,0.099,0.4955,-3.5513,0.0987,0.4546,-3.5453,0.0241,0.5022,-3.5179,0.0212,0.4503,-3.5249,-0.055,0.5084,-3.4953,-0.0582
21,0.4459,-3.6133,0.2249,0.5225,-3.5783,0.2239,0.394,-3.6444,0.2212,0.5862,-3.5608,0.2188,0.3331,-3.6792,0.2237,0.6452,-3.5407,0.2226,0.461,-3.5668,0.0987,0.4973,-3.5512,0.0987,0.453,-3.54,0.0243,0.506,-3.5181,0.0223,0.4518,-3.5296,-0.0552,0.5096,-3.4968,-0.0573
22,0.4476,-3.6193,0.2233,0.5245,-3.5856,0.2226,0.3936,-3.6507,0.2228,0.5867,-3.5639,0.2209,0.333,-3.6784,0.2254,0.6447,-3.5429,0.2238,0.4622,-3.5683,0.098,0.4987,-3.5545,0.0978,0.4525,-3.5354,0.0234,0.5097,-3.5245,0.0196,0.4514,-3.5253,-0.0558,0.5107,-3.4978,-0.059
23,0.4492,-3.6171,0.2242,0.525,-3.5893,0.2236,0.3969,-3.6546,0.2222,0.5889,-3.5658,0.2202,0.334,-3.6782,0.2245,0.01,0.01,0.01,0.4603,-3.5604,0.0972,0.4967,-3.5533,0.0978,0.4491,-3.5216,0.0213,0.5073,-3.5272,0.0168,0.4453,-3.4713,-0.052,0.5107,-3.4982,-0.0591
24,0.4493,-3.6181,0.2233,0.5225,-3.5782,0.2201,0.396,-3.6453,0.2229,0.5875,-3.5573,0.2203,0.3358,-3.6777,0.2264,0.6463,-3.5362,0.2218,0.4611,-3.5673,0.097,0.4963,-3.5501,0.096,0.4507,-3.5346,0.021,0.5072,-3.5202,0.0177,0.4522,-3.5255,-0.056,0.5106,-3.4969,-0.0598
25,0.4494,-3.6109,0.2249,0.5196,-3.5777,0.2212,0.3966,-3.6514,0.2219,0.5882,-3.5616,0.2198,0.336,-3.6681,0.223,0.6466,-3.5427,0.2197,0.4627,-3.5652,0.0996,0.4943,-3.5503,0.1002,0.4526,-3.529,0.0226,0.5025,-3.5197,0.0212,0.4509,-3.5132,-0.0551,0.5097,-3.4978,-0.0591
26,0.4392,-3.5342,0.2202,0.5369,-3.6796,0.2271,0.3769,-3.4729,0.2141,0.6223,-3.7739,0.2293,0.3093,-3.4393,0.2132,0.698,-3.8597,0.234,0.4579,-3.5412,0.0979,0.5,-3.5789,0.0984,0.4473,-3.4978,0.023,0.5097,-3.5456,0.017,0.4449,-3.4677,-0.0527,0.5119,-3.5141,-0.0609
27,0.4482,-3.6172,0.2259,0.5267,-3.5822,0.2247,0.4008,-3.6461,0.2189,0.5884,-3.5567,0.2168,0.336,-3.6584,0.2161,0.01,0.01,0.01,0.462,-3.5675,0.1005,0.4975,-3.5524,0.0987,0.4526,-3.5354,0.0218,0.5039,-3.516,0.0197,0.4513,-3.5254,-0.0551,0.5116,-3.4975,-0.0581
28,0.4465,-3.6022,0.2258,0.5329,-3.6046,0.2233,0.3876,-3.6252,0.2074,0.5992,-3.5933,0.2095,0.3202,-3.6146,0.1947,0.6532,-3.5784,0.2056,0.4605,-3.5623,0.0971,0.5009,-3.5634,0.097,0.4513,-3.5332,0.0208,0.5069,-3.5246,0.0178,0.4495,-3.5178,-0.0538,0.5094,-3.496,-0.0591
29,0.4417,-3.5701,0.2247,0.5354,-3.6347,0.2247,0.3816,-3.5588,0.2049,0.6049,-3.6527,0.2102,0.3163,-3.536,0.1937,0.6644,-3.6366,0.2056,0.4603,-3.553,0.0969,0.5017,-3.5698,0.0968,0.4483,-3.5157,0.0228,0.5078,-3.5322,0.02,0.4462,-3.4971,-0.0547,0.5106,-3.4984,-0.0584
30,0.4499,-3.6153,0.224,0.5302,-3.5865,0.223,0.3994,-3.6461,0.1964,0.5782,-3.5559,0.199,0.3481,-3.6818,0.1803,0.6201,-3.5265,0.179,0.4618,-3.5667,0.0963,0.5007,-3.5565,0.0945,0.4507,-3.5439,0.0233,0.5057,-3.516,0.0215,0.4536,-3.5374,-0.0547,0.5115,-3.4966,-0.0578
31,0.445,-3.552,0.2185,0.5357,-3.6448,0.2212,0.4007,-3.5109,0.1839,0.589,-3.6734,0.1881,0.3575,-3.4544,0.1533,0.6294,-3.6493,0.1564,0.4584,-3.5478,0.0996,0.5033,-3.5776,0.0994,0.4466,-3.502,0.0221,0.5119,-3.5587,0.02,0.445,-3.4692,-0.0529,0.5204,-3.5594,-0.0645
