frame,joint_16_x,joint_16_y,joint_16_z,joint_14_x,joint_14_y,joint_14_z,joint_12_x,joint_12_y,joint_12_z,joint_11_x,joint_11_y,joint_11_z,joint_13_x,joint_13_y,joint_13_z,joint_15_x,joint_15_y,joint_15_z,joint_24_x,joint_24_y,joint_24_z,joint_23_x,joint_23_y,joint_23_z,joint_25_x,joint_25_y,joint_25_z,joint_26_x,joint_26_y,joint_26_z,joint_27_x,joint_27_y,joint_27_z,joint_28_x,joint_28_y,joint_28_z
42,0.389380,-0.344877,3.405551,0.474098,-0.478411,3.348165,0.489184,-0.682341,3.356165,0.803083,-0.600753,3.603686,1.020729,-0.335316,3.564167,0.875966,-0.177903,3.582802,0.510362,-0.146258,3.480318,0.707892,-0.034654,3.550512,0.396774,0.237570,3.455923,0.219353,0.051345,3.442386,0.359600,0.307292,3.355242,0.209979,0.160396,3.376521
43,0.387405,-0.342721,3.401845,0.470660,-0.477859,3.347481,0.486896,-0.681858,3.351314,0.810095,-0.607921,3.605017,1.020381,-0.339539,3.567121,0.871382,-0.183165,3.583827,0.502194,-0.154998,3.479507,0.703152,-0.043472,3.550377,0.401587,0.249629,3.447463,0.218832,0.039440,3.448890,0.408365,0.392225,3.305872,0.214364,0.194584,3.346490
44,0.383055,-0.344551,3.405992,0.472690,-0.485055,3.344141,0.487848,-0.685320,3.353296,0.798094,-0.611350,3.609460,1.006549,-0.343757,3.568156,0.869109,-0.185275,3.582285,0.503070,-0.148661,3.478879,0.700664,-0.037053,3.548739,0.404305,0.223469,3.467228,0.213216,0.051706,3.434975,0.409155,0.399130,3.292717,0.216791,0.221290,3.322168
45,0.383830,-0.344610,3.401086,0.467585,-0.487549,3.346888,0.491272,-0.684374,3.352099,0.804868,-0.601651,3.608256,1.008000,-0.344668,3.569894,0.877734,-0.178246,3.581349,0.503793,-0.141436,3.478264,0.703258,-0.021435,3.544669,0.421923,0.259710,3.442325,0.211692,0.055948,3.436568,0.410654,0.416688,3.282177,0.203034,0.213382,3.326811
46,0.386478,-0.345109,3.401387,0.463301,-0.488977,3.348868,0.482516,-0.686891,3.351577,0.812189,-0.598564,3.604937,1.017782,-0.336333,3.563344,0.873486,-0.176554,3.581371,0.506225,-0.148506,3.481266,0.702717,-0.032559,3.548517,0.416228,0.256087,3.442377,0.215421,0.012895,3.464452,0.424465,0.351706,3.334506,0.213583,0.184178,3.354703
47,0.385719,-0.344255,3.403424,0.473972,-0.482595,3.351081,0.490287,-0.669969,3.353043,0.798418,-0.615025,3.612133,1.012514,-0.348796,3.570138,0.868568,-0.178401,3.583846,0.506841,-0.142890,3.483019,0.701591,-0.036497,3.551760,0.410213,0.249556,3.448512,0.210372,0.044719,3.453877,0.402665,0.337112,3.339062,0.235591,0.161071,3.379594
48,0.384701,-0.344148,3.405503,0.474513,-0.474524,3.348422,0.486939,-0.677051,3.354381,0.798287,-0.605747,3.608453,1.011392,-0.350303,3.572507,0.870276,-0.178266,3.582851,0.509656,-0.143908,3.482024,0.707929,-0.035354,3.549147,0.420770,0.250163,3.444972,0.221607,0.076285,3.433702,0.381065,0.297942,3.361503,0.211192,0.147857,3.391818
49,0.388406,-0.341303,3.404996,0.473463,-0.480667,3.349531,0.490766,-0.678023,3.353129,0.793515,-0.604254,3.609762,1.015878,-0.346540,3.569085,0.867970,-0.181534,3.583582,0.512794,-0.147598,3.483874,0.705544,-0.038145,3.552254,0.402989,0.237096,3.455052,0.217860,0.053522,3.450062,0.376123,0.313192,3.349572,0.209061,0.142279,3.397445
50,0.388379,-0.343901,3.403970,0.475479,-0.488023,3.349987,0.487126,-0.691036,3.351202,0.798559,-0.600513,3.612717,1.008157,-0.349207,3.572518,0.871445,-0.184506,3.584350,0.501532,-0.150476,3.481111,0.701490,-0.038010,3.551854,0.439171,0.274086,3.432521,0.219836,0.090032,3.428252,0.377484,0.203425,3.457296,0.240397,0.066420,3.450246
51,0.385330,-0.342787,3.401847,0.468810,-0.495523,3.348336,0.485420,-0.701579,3.345081,0.794147,-0.601426,3.611310,1.009646,-0.341084,3.572343,0.862079,-0.180521,3.586133,0.504751,-0.154640,3.481885,0.699917,-0.042131,3.554232,0.424376,0.256126,3.445017,0.219427,0.073531,3.434181,0.401627,0.362046,3.300644,0.217161,0.146612,3.390085
52,0.386892,-0.342072,3.405143,0.469655,-0.479804,3.351031,0.481326,-0.669834,3.349524,0.804305,-0.599711,3.610465,1.008793,-0.330187,3.569253,0.870044,-0.180841,3.583742,0.510944,-0.146535,3.480052,0.708417,-0.040810,3.553282,0.419160,0.250022,3.444164,0.222669,0.040547,3.447109,0.389644,0.372405,3.273511,0.221605,0.202033,3.346041
53,0.382097,-0.346038,3.401845,0.470136,-0.484195,3.353043,0.483194,-0.681569,3.351681,0.803398,-0.598487,3.609726,1.007326,-0.335458,3.568726,0.869414,-0.179875,3.583693,0.499552,-0.149410,3.478716,0.704052,-0.032259,3.545999,0.428799,0.268609,3.434302,0.214938,0.052849,3.445941,0.378155,0.302983,3.375888,0.198789,0.131144,3.395355
54,0.387769,-0.341650,3.404025,0.472655,-0.488314,3.343079,0.490444,-0.682457,3.346482,0.798265,-0.599084,3.610653,1.010511,-0.343565,3.570029,0.868266,-0.177182,3.582717,0.511898,-0.147458,3.477073,0.710046,-0.034760,3.547597,0.411921,0.249417,3.451236,0.216128,0.044607,3.451394,0.394760,0.302722,3.339280,0.215190,0.159235,3.360358
55,0.385395,-0.337851,3.397963,0.470533,-0.489981,3.352003,0.488056,-0.676241,3.351617,0.800556,-0.601928,3.610511,1.003986,-0.352472,3.571305,0.867147,-0.178827,3.583373,0.500111,-0.149221,3.480083,0.701651,-0.037865,3.552089,0.419565,0.258334,3.442888,0.209195,0.047418,3.443034,0.416461,0.390788,3.280856,0.228677,0.165257,3.363852
56,0.378164,-0.348829,3.403846,0.471031,-0.489132,3.345566,0.489477,-0.688459,3.346673,0.799697,-0.602937,3.611885,1.000246,-0.349263,3.574989,0.874448,-0.181361,3.582604,0.507783,-0.148659,3.479969,0.707938,-0.035725,3.550165,0.418868,0.250920,3.446438,0.213885,0.057976,3.439227,0.412503,0.380752,3.283854,0.212969,0.164426,3.370780
57,0.378677,-0.340733,3.404101,0.467060,-0.481159,3.352809,0.485253,-0.683760,3.353177,0.803652,-0.597335,3.607827,1.002443,-0.349645,3.571585,0.872930,-0.180057,3.582307,0.502048,-0.149088,3.483323,0.701961,-0.031657,3.549669,0.406392,0.235819,3.459631,0.211749,0.046241,3.447346,0.417339,0.378720,3.294473,0.223133,0.132586,3.410457
58,0.384307,-0.341706,3.403348,0.471449,-0.481178,3.351956,0.479567,-0.692170,3.348010,0.798823,-0.607123,3.609731,1.001271,-0.350332,3.576994,0.870836,-0.181869,3.584791,0.495430,-0.158170,3.482619,0.697892,-0.044118,3.552830,0.433547,0.240544,3.455467,0.214447,0.078097,3.429209,0.400394,0.377321,3.295717,0.213042,0.172115,3.360924
59,0.385370,-0.345619,3.402480,0.468618,-0.492520,3.345019,0.485863,-0.691237,3.347484,0.800302,-0.601773,3.610656,1.010805,-0.341178,3.571858,0.861185,-0.180118,3.585496,0.507200,-0.154824,3.482629,0.708307,-0.040625,3.552054,0.411626,0.239251,3.456093,0.213567,0.072873,3.434185,0.407146,0.311405,3.352529,0.223233,0.120549,3.407105
60,0.380492,-0.341629,3.403199,0.469748,-0.474069,3.344010,0.481203,-0.683574,3.351316,0.808565,-0.602099,3.611965,1.008465,-0.340838,3.572081,0.870818,-0.178112,3.582646,0.503545,-0.145504,3.478880,0.705732,-0.033815,3.548815,0.409500,0.249899,3.444639,0.216762,0.020258,3.458984,0.394208,0.355245,3.301688,0.218461,0.148151,3.384062
