frame,joint_16_x,joint_16_y,joint_16_z,joint_14_x,joint_14_y,joint_14_z,joint_12_x,joint_12_y,joint_12_z,joint_11_x,joint_11_y,joint_11_z,joint_13_x,joint_13_y,joint_13_z,joint_15_x,joint_15_y,joint_15_z,joint_24_x,joint_24_y,joint_24_z,joint_23_x,joint_23_y,joint_23_z,joint_25_x,joint_25_y,joint_25_z,joint_26_x,joint_26_y,joint_26_z,joint_27_x,joint_27_y,joint_27_z,joint_28_x,joint_28_y,joint_28_z
35,0.035918,0.055526,1.388719,0.064429,-0.047170,1.542760,0.071810,-0.172318,1.764912,0.317957,-0.173548,2.127358,0.325155,-0.017851,1.793713,0.182419,0.081854,1.259828,0.058266,0.144244,1.089105,0.078436,0.125159,0.735438,0.050502,0.113851,0.546672,0.009905,0.231933,1.111247,0.058017,0.214809,1.002425,0.020812,0.240407,1.179650
36,0.037461,0.051899,1.395042,0.065080,-0.047343,1.541611,0.070732,-0.173924,1.766076,0.319860,-0.175348,2.132654,0.316397,-0.017080,1.768503,0.178712,0.082285,1.224959,0.058815,0.140899,1.098318,0.080063,0.123277,0.738869,0.049484,0.109920,0.524707,0.012384,0.230753,1.108012,0.061369,0.253841,1.229440,0.031347,0.214593,1.113062
37,0.038275,0.043384,1.411419,0.062766,-0.059007,1.562439,0.071748,-0.178046,1.772722,0.318727,-0.178491,2.139047,0.315918,-0.021000,1.775658,0.175528,0.082816,1.216151,0.059648,0.140759,1.100285,0.079557,0.125038,0.748313,0.051721,0.113570,0.551111,0.008026,0.230184,1.124747,0.051671,0.123117,0.593422,0.026833,0.208100,1.019094
38,0.038899,0.042125,1.413070,0.061805,-0.061529,1.568693,0.071777,-0.176200,1.770575,0.315543,-0.174893,2.120294,0.309212,-0.015501,1.728608,0.176707,0.084889,1.217796,0.060924,0.141066,1.089650,0.080249,0.123484,0.733754,0.052570,0.115199,0.555675,0.007464,0.231758,1.120277,0.067588,0.230860,1.081287,0.036501,0.227345,1.177809
39,0.035653,0.045904,1.408864,0.060585,-0.054527,1.555042,0.071022,-0.175380,1.770447,0.312706,-0.175786,2.121517,0.315704,-0.017382,1.757530,0.175649,0.084145,1.215707,0.059528,0.142065,1.093024,0.078892,0.126669,0.746293,0.053174,0.119031,0.567513,0.011702,0.223525,1.077195,0.047470,0.109327,0.515516,0.022217,0.199539,0.934358
40,0.033776,0.052975,1.396470,0.061038,-0.050033,1.549049,0.070484,-0.170984,1.762319,0.312179,-0.177233,2.121443,0.311832,-0.018528,1.754365,0.176359,0.082552,1.217244,0.061844,0.142579,1.085787,0.079748,0.125327,0.743959,0.053116,0.123772,0.593932,0.009047,0.228523,1.116640,0.056000,0.152234,0.733301,0.024526,0.215466,1.026271
41,0.033972,0.055281,1.391076,0.059651,-0.054993,1.556180,0.069260,-0.173492,1.766224,0.310169,-0.175898,2.116708,0.331956,-0.028100,1.832082,0.180274,0.082610,1.240577,0.060497,0.142152,1.089067,0.079263,0.125441,0.742292,0.054977,0.123773,0.591372,0.012612,0.224805,1.085643,0.058100,0.185081,0.880702,0.025209,0.220225,1.106942
42,0.034648,0.053837,1.393777,0.058786,-0.054462,1.556898,0.069373,-0.173476,1.767437,0.315320,-0.179803,2.133903,0.329378,-0.025907,1.811826,0.180066,0.082199,1.246484,0.059369,0.142198,1.091261,0.079480,0.125707,0.744359,0.055252,0.121612,0.575790,0.010433,0.229496,1.118678,0.061185,0.209424,0.986127,0.028979,0.231358,1.175484
43,0.036145,0.053062,1.394259,0.062490,-0.050349,1.549518,0.070191,-0.171523,1.766207,0.321523,-0.180944,2.146068,0.320386,-0.020989,1.783417,0.180809,0.081507,1.237506,0.059152,0.142906,1.091671,0.079954,0.124584,0.740156,0.053291,0.116404,0.556425,0.013769,0.228979,1.082429,0.051750,0.126427,0.634190,0.031767,0.202995,1.031219
44,0.038856,0.048489,1.400843,0.063511,-0.056670,1.560032,0.071124,-0.172839,1.766104,0.318675,-0.176807,2.134394,0.324431,-0.021555,1.784344,0.175424,0.084013,1.210652,0.059037,0.139216,1.101861,0.078418,0.123806,0.741074,0.054777,0.104970,0.512273,0.007342,0.235816,1.167781,0.064012,0.272944,1.280545,0.018181,0.239839,1.249836
45,0.037111,0.042705,1.415105,0.063992,-0.066134,1.573271,0.073066,-0.180957,1.780137,0.317318,-0.178428,2.142257,0.321916,-0.020970,1.770992,0.177942,0.083230,1.224843,0.058498,0.140490,1.097596,0.077689,0.124367,0.743803,0.054297,0.108060,0.536504,0.010349,0.233100,1.132470,0.057147,0.133961,0.611936,0.034336,0.218022,1.069960
46,0.037684,0.045196,1.408777,0.061972,-0.060229,1.566381,0.072831,-0.177127,1.774105,0.314518,-0.172505,2.125745,0.319383,-0.014394,1.759933,0.176556,0.084673,1.219642,0.058298,0.140337,1.098240,0.077578,0.124319,0.741522,0.054693,0.110654,0.548404,0.008846,0.232148,1.118768,0.057522,0.148376,0.711287,0.029214,0.209547,1.067047
47,0.037527,0.041365,1.416254,0.061810,-0.067024,1.577224,0.073873,-0.181152,1.780303,0.313402,-0.173636,2.126532,0.327104,-0.021053,1.794888,0.180558,0.083974,1.245876,0.057787,0.140218,1.100770,0.076943,0.125270,0.747127,0.051395,0.102121,0.502592,0.009490,0.229035,1.114306,0.058596,0.156701,0.752468,0.025243,0.211471,1.061018
48,0.035966,0.044747,1.411417,0.056735,-0.064184,1.577199,0.070107,-0.175516,1.769274,0.320601,-0.175252,2.135006,0.317554,-0.019831,1.760352,0.179517,0.080779,1.226059,0.058711,0.140507,1.101192,0.080324,0.124033,0.747228,0.054669,0.113979,0.562217,0.012792,0.225477,1.116907,0.053974,0.128998,0.620075,0.022599,0.214641,1.040406
49,0.040207,0.040798,1.414642,0.061144,-0.066938,1.578883,0.071525,-0.177671,1.773002,0.314540,-0.175756,2.129529,0.312731,-0.017128,1.741239,0.175722,0.084028,1.212149,0.059772,0.141583,1.094191,0.079692,0.124235,0.745584,0.053214,0.114426,0.547395,0.011761,0.228030,1.119295,0.057945,0.152479,0.739075,0.034086,0.221601,1.105005
50,0.037969,0.039700,1.420060,0.064171,-0.064639,1.574643,0.072683,-0.177801,1.773875,0.314833,-0.178627,2.139032,0.315617,-0.016447,1.753525,0.175436,0.084228,1.204396,0.058311,0.142223,1.092306,0.076724,0.125348,0.749948,0.052415,0.111413,0.541501,0.011425,0.229122,1.106875,0.057348,0.148246,0.703315,0.033459,0.224591,1.040093
