frame,theta_ref,theta_diff,tau
89,0.7863242344799287,4.584347897332108,61.31829
90,0.8158644895072854,4.620289606982062,-8.101897
91,0.8109977735667889,4.629441840983975,72.462682
92,0.8021696208322312,4.639614367006083,150.431489
93,0.7054977543689326,4.7366861668573135,128.145201
94,0.6570212536733534,4.798446669779732,-31.24473
95,0.6212022210416153,4.857069433676962,139.175234
96,0.5428607583212409,4.940447832134361,57.207744
97,0.4980162925987485,4.9878805940390984,108.157848
98,0.4687963629232524,5.021608120894319,69.038671
99,0.3822252060526638,5.117883949017819,221.948665
100,0.3087933023824502,5.191832306809052,-99.408944
101,0.28673269275612673,5.215112047915509,124.711755
102,0.36553176364151274,5.294233389033179,2.889658
103,0.3918273372392767,5.320530042415434,59.274457
104,0.399269737727109,5.338158741914498,49.633683
105,0.49854152703194227,5.449056605987256,6.283341
106,0.5429857856234696,5.493645126616042,27.402495
107,0.6394167385579225,5.590751924542737,105.053791
108,0.6704859000970158,5.646912678767462,71.649607
109,0.7007524164385689,5.6773407100697755,42.875805
110,0.7648823568684294,5.7554726290653955,27.89573
111,0.7269646555712832,5.804475616645708,98.327886
112,0.7617673434736888,5.840312561026221,56.416542
113,0.7561727071744097,5.845942508748897,36.244253
114,0.7578325326628602,5.847618876141776,241.897344
115,0.7515352261438185,5.8563845914140655,-80.538986
116,0.7540589293748295,5.864774922239092,84.96003
117,0.7124879742284704,5.907443183707367,83.143541
118,0.6729495277511425,5.950705485284621,104.504982
119,0.6130419152707003,6.050220203548151,68.729731
120,0.577445032638691,6.086410332191821,95.728802
121,0.5163646215953716,6.147575856760067,64.981537
122,0.45935095041422364,6.205776585462476,137.44295
123,0.43858234555307835,6.267578224462972,-24.195534
124,0.39035076435818417,6.336605869606892,97.300705
125,0.4290969290225726,6.376008310501821,57.247381
126,0.5027124231121717,6.468834180324071,22.620922
127,0.5602389275679245,6.540491793505781,52.675121
128,0.6335729840955625,6.616944917015639,49.783522
129,0.7615453186960922,6.753793468387789,60.105287
130,0.7731846117504978,6.808111296460443,-48.495244
131,0.7959243753049116,6.837342672001943,283.666212
132,0.8113774320446497,6.853684872628822,-29.701974
133,0.8124204031657791,6.862177743647429,9.48897
134,0.7792156355023281,6.895454037487994,139.183308
135,0.7460661024336269,6.933568063220131,63.46745
136,0.6575259869384703,7.026659265637685,75.700811
137,0.5592107135428664,7.131905495091055,47.61172
138,0.5210483869835711,7.212442968116129,273.954545
139,0.41365072634733674,7.333007622090889,60.767385
140,0.3779018919732571,7.4456195215561705,-116.659397
141,0.38565763323230895,7.477388837232644,28.806576
142,0.47008058851467405,7.616394278514033,52.708932
143,0.5456363657529685,7.709537125192945,94.067704
144,0.7161320999590024,7.883272116865351,63.279213
145,0.8115164012284617,7.983773010953202,41.172327
146,0.7785557904486715,8.02118092007196,44.693281
147,0.7611124936163174,8.074666720794916,118.618415
148,0.7435295315765832,8.147501444771912,68.958892
149,0.7227447591079269,8.168794752445647,33.760955
150,0.7430221685273334,8.189544915751576,199.904455
151,0.6471913518089752,8.2883637542385,-192.351839
152,0.5903315551498152,8.372169206070021,295.100194
153,0.5488699467525463,8.421042015140404,89.76569
154,0.5031399033234794,8.467088459606364,15.499385
155,0.42984609741508156,8.540461738817918,73.256964
156,0.35897381593338185,8.635713341727293,74.706539
157,0.3299700163625753,8.702213001393185,90.863309
158,0.3346040730894411,8.775740861209785,122.97105
159,0.3547106832266485,8.80839629100707,35.609071
160,0.32719054589716723,8.837304235870315,62.024604
161,0.4531531752312855,8.968756721493488,60.605711
162,0.5457777134219018,9.074853413894875,36.586592
163,0.5935839812396303,9.124726810282029,64.547277
164,0.6401581857671449,9.179244903914935,46.269006
165,0.7178850192226978,9.265304372407345,56.818668
166,0.7748978426367359,9.343182731647245,54.11476
167,0.8260303941841353,9.397100461521674,104.485163
168,0.8445054471113829,9.419634317010603,57.155594
169,0.8252388190853681,9.43967041340401,118.100737
170,0.7944508424566881,9.472178125299912,157.175682
171,0.7347134664230626,9.533570066764677,67.070072
172,0.6353086406657785,9.641661264662178,-47.170825
173,0.5170835606634913,9.760038566665044,152.307432
174,0.3344690190812198,9.94962529853466,135.833149
175,0.28731683169731725,10.026556170346764,-38.528083
176,0.2732159083617937,10.066383813896355,94.081417
177,0.3704914445379693,10.181825749834074,40.037613
178,0.41529485125525184,10.243056464899928,93.327469
179,0.5637193903257219,10.393604254548597,33.522385
180,0.6712746524610451,10.512404582221848,68.965654
181,0.8077270249688602,10.65128719588715,66.850518
182,0.8568943276384209,10.706883117959007,46.01037
183,0.9095993292379873,10.760252131841774,34.877971
184,0.9015744177257683,10.772415092837019,167.397975
185,0.863764881406091,10.810781396170098,56.033635
186,0.8141683358018129,10.861204311680684,79.637339
187,0.799044924151463,10.88117700484111,119.897467
188,0.7194395935226875,10.96470987617625,52.814056
189,0.6288019295265612,11.058740299960707,100.282614
190,0.6134655706846361,11.085295013046856,53.247553
191,0.5693538819896643,11.143647474190495,97.252697
192,0.4820089249369201,11.232812174884755,105.268023
193,0.4179169138744955,11.313018433997179,31.263838
194,0.3739969097644907,11.40937544369234,93.331594
195,0.3433366699920733,11.453595555325968,104.433962
196,0.40100115678239767,11.511969592125793,80.138004
197,0.4352743804800151,11.552541139990359,59.914569
198,0.4449048748734344,11.61836546000938,101.657065
199,0.48132084812912584,11.657030397462727,112.967236
200,0.49426982817745246,11.672378884728142,142.566181
201,0.4987022283409389,11.676817476658984,3.555208
202,0.492941187983004,11.683548224178528,77.121525
203,0.4906920918888791,11.71331321539966,58.576446
204,0.4609559903527136,11.745212445398302,10.615284
205,0.4852834779899166,11.774465439677085,164.644086
206,0.5218877239530124,11.820876910344872,159.075889
207,0.5133400765873517,11.844585620607054,-14.961875
208,0.5380269122925444,11.887873018726953,101.472923
209,0.5432802126058983,11.899725584073677,91.193272
210,0.5670933114793595,11.92699198816762,79.271689
211,0.47787737070833464,12.034462791468364,80.808598
212,0.4506814964327552,12.10575750420435,123.29432
213,0.3953132394689866,12.162949161893499,107.692736
214,0.4149673852678562,12.183009094371474,-14.875502
215,0.44185011394633633,12.21416588770389,184.519871
216,0.4219773285871346,12.237795548561,60.140906
217,0.4085638157688579,12.251820387871405,25.737359
218,0.42457286452251924,12.268839215803288,125.748902
219,0.41887888604000834,12.300220868276124,68.980686
220,0.3650349437981052,12.354651710741487,102.503736
221,0.44189031773717397,12.435338662246016,30.739314
222,0.39302331914288174,12.500948629497229,14.654152
223,0.5132174128903163,12.623159367210466,-79.139808
224,0.5148680012698296,12.678214531253039,267.570538
225,0.5024410395612543,12.750063776425366,84.724374
226,0.4357410111725217,12.816763965877735,119.185664
227,0.4611582236077714,12.856474030268068,142.926143
228,0.45285381169125694,12.865556276785078,76.320579
229,0.4139394094547287,12.905658747960338,-74.895998
230,0.394158073502866,12.925797027701185,64.416808
231,0.5925003817771812,13.172414862784116,17.064891
232,0.6538890896326854,13.245179337538396,80.988773
233,0.6883274822555031,13.302815368865875,68.520736
234,0.7974324013320623,13.445343796210299,-3.212229
235,0.8102602678604185,13.458349803643639,44.317061
236,0.7792259902709356,13.492000147744436,80.20653
237,0.8516217098129057,13.564505137305677,132.569182
238,0.8020382217079383,13.616566365734027,75.632016
239,0.8327860659448907,13.647790972475352,1.932546
240,0.8265671964658463,13.662532342656528,135.956363
241,0.7416847423523678,13.749759063418814,74.536656
242,0.7247992426301132,13.772656759254497,100.30131
243,0.6276223300771523,13.880331741005264,-47.159444
244,0.5576264964454568,13.952656824850925,118.27158
245,0.5340985715592315,13.981379080346713,118.1024
246,0.4206445399332116,14.095287187283434,110.272124
247,0.3440745730131128,14.177864180355538,84.91548
248,0.2490514969295426,14.295639625986967,120.786469
249,0.2801149446543337,14.329555200810718,-17.874599
250,0.2751859017877753,14.360016727627563,156.1757
251,0.31942608028869596,14.408687149812737,51.523177
252,0.4086652623642264,14.507566286895088,6.702412
253,0.5433721148650661,14.650275919182207,36.561335
254,0.5875649386080116,14.696440298021699,54.858104
255,0.6494970422330396,14.767816133372333,30.268362
256,0.7096361137027286,14.828032342007287,76.434598
257,0.819488410328079,14.937988882931908,57.184365
258,0.8699980602161917,15.011797294525186,75.131905
259,0.9077656128875458,15.050258693949992,63.039792
260,0.8766330972135581,15.081552713152288,58.269195
261,0.8286262541527952,15.131576699443135,-11.576941
262,0.8319740034644637,15.140614689800719,88.004041
263,0.7990413406916791,15.174148225518648,169.81158
264,0.7996095717378511,15.174990566904524,217.923378
265,0.7775228372714488,15.309080878009372,-80.30597
266,0.7448077460431065,15.3924991782269,106.547106
267,0.6374732156379024,15.500069272153548,69.660888
268,0.5593419397504555,15.580069394662576,12.813934
269,0.3943279325482344,15.757066615471494,166.863279
270,0.43406124539291957,15.804465140087437,63.782311
271,0.4320510949311109,15.833214912993844,-57.968197
272,0.45084773144813384,15.852923023318773,137.293518
273,0.4112421572250373,15.893025669910067,2.284257
274,0.6355908572652615,16.13206556513172,63.397015
275,0.7331477774791044,16.233401046812105,33.754759
276,0.8285437199755248,16.33900301240515,100.726682
277,0.8851165651382659,16.39799897012496,56.084526
278,0.8660678307839123,16.418036560610037,102.339964
279,0.8501547730178359,16.444179396058342,14.821063
280,0.8052012695453314,16.4940254199567,223.856625
281,0.7146740607979903,16.593242837606958,37.382142
282,0.6292600556540155,16.68034296606715,158.74704
283,0.5793726996319187,16.73181229297935,16.749816
284,0.5157674036506041,16.795546361142872,54.734444
285,0.4109191395162076,16.91649648721454,170.957088
286,0.3178049813267295,17.00963355611522,153.063334
287,0.2122996766401324,17.115154837256274,113.673517
288,0.2769742070430979,17.465154837256275,105.579548
289,0.9787508772386543,17.815154837256276,14.551704
290,1.6113508972826018,18.165154837256278,-22.176072
291,1.6199076045312488,18.177206442749657,84.729714
292,1.6386688207533973,18.231975999813958,208.73189
293,1.6869217549802156,18.29977859443819,115.705051
294,1.8080640416531346,18.443376935805755,99.587069
295,1.6412057544738237,18.708472001869787,38.087102
296,0.06725730893131053,19.058472001869788,125.472743
297,0.06727854437777432,19.083546959315967,130.031928
298,0.30182116250455643,19.392597971641106,91.209593
299,0.2531613163975876,19.47722686464113,113.869886
