frame,theta_ref,theta_diff,tau
67,0.45454980112610194,8.542949222369192,-138.819361
68,0.3098951922476372,8.694180388202561,-178.507499
69,0.4066273086112791,8.813147605057113,-169.594748
70,0.5060343620303669,8.933933604340769,-170.194371
71,0.21459951931622467,9.253972365731551,-125.79799
72,0.2346190756348638,9.281761724379008,-170.895565
73,0.191102470622392,9.430274258860578,-140.98128
74,0.278009399471641,9.580891398521446,-146.721839
75,0.39293165474784214,9.736299546397582,-133.999301
76,0.35640009792450594,9.77432579036732,-121.594705
77,0.3821959314650476,9.820844305420042,-178.223969
78,0.5050176973595227,9.967565203302405,-103.114116
79,0.527033364548825,9.99567038162159,-190.733136
80,0.4855748025489987,10.03811877325615,-80.223294
81,0.4957471182306564,10.09420080648009,-93.702054
82,0.5351368566691974,10.133724388062818,-111.527859
83,0.4629587534899158,10.214367050935424,-94.03646
84,0.5998968498683623,10.356285495929983,-132.999077
85,0.5143516188250963,10.4632818685689,-79.205729
86,0.6318698572130964,10.590998566476012,-93.209893
87,0.24861304191894218,10.940998566476011,-125.085571
88,0.28576275659927086,10.98994155888853,-156.203542
89,0.3817603104563099,11.19368397703137,-140.021575
90,0.4782396729326284,11.324190867968523,-131.310169
91,0.6875726481902892,11.577151551071466,-370.912894
92,0.5089492149084275,11.782962201249063,123.875848
93,0.5487155972514257,11.83204864229757,-141.881252
94,0.5027811828869283,11.878781824540122,-116.994199
95,0.49375978410947324,11.932535222925305,-129.637507
96,0.32609566221028663,12.111954097410663,-174.706424
97,0.37177891001422847,12.174685482576436,-127.462718
98,0.29872878604680925,12.249956711173635,-119.296296
99,0.23558425446001127,12.345076585292478,36.436908
100,0.3910066014508866,12.544159702571102,-361.268699
101,0.23329893935174842,12.765872659956154,-56.032219
102,0.18268863243374586,12.82662843073911,-68.033615
103,0.22590013385438423,12.915612870996622,-217.073629
104,0.35834341126078373,13.066147943708055,-88.211884
105,0.32853797924975436,13.097911514983089,-49.705346
106,0.3521029894838896,13.121711995101592,-54.323175
107,0.22304400132659244,13.325060108767172,-210.063297
108,0.38195293969149247,13.515035217476584,-101.42345
109,0.4208287702915339,13.571643260317655,-93.145918
110,0.2917371545568963,13.921643260317655,-94.995302
111,0.5066201009957247,14.271643260317655,-108.897069
112,0.5822467483667687,14.352386432185154,-212.932753
113,0.4608554631111224,14.512689809161587,-155.744091
114,0.5056985390593441,14.579029278898307,-144.136285
115,0.3997213685827853,14.722979665028111,5.174696
116,0.4069167318830872,14.75361023191856,-218.202027
117,0.5337145662088584,14.92730298713784,-174.132603
118,0.43129717544649887,15.03757850660865,-141.662809
119,0.3835080724832695,15.121727924974884,-159.241289
120,0.5563168198386029,15.309108669332431,-215.815679
121,0.4480139567779551,15.425543917891682,-156.316678
122,0.5076870250068962,15.48841675334755,-100.380721
123,0.4961779934977389,15.504419499857086,56.874514
124,0.5959221045345655,15.610041299287554,-183.324573
125,0.6206565231241016,15.635078089380311,-170.542703
126,0.531509207248968,15.731246154105191,-186.867544
127,0.5631016790353841,15.765197373948943,-64.881454
128,0.4444677433270431,15.899562322973496,-109.244299
129,0.6592961729934103,16.115808516823332,-124.70696
130,0.7531858122879582,16.210139725437173,52.743476
131,0.6277537439895883,16.356058909687796,-400.413048
132,0.5723689454378081,16.451636202705952,-93.510148
133,0.47032841293970407,16.59342035934408,-222.135099
134,0.3764327627192291,16.739333799802825,-214.976757
135,0.44577539054063225,16.8834947696161,-41.147314
136,0.39847057389398777,16.945540762508656,-145.593058
137,0.5275396722496793,17.15036333283006,-36.847844
138,0.47663362390730596,17.20560816010545,-119.847003
139,0.5268796739416083,17.25642235844882,-329.683556
140,0.48699650645633513,17.31650189392345,-26.106628
141,0.6051111923762617,17.435207350371904,-46.185172
142,0.5577443277886662,17.483081305758013,-137.3633
143,0.29232311494941987,17.7687991625485,-120.419046
144,0.41447940805858174,17.89584749525639,-114.158246
145,0.49935429020066735,17.99346613427821,-129.162432
146,0.34541620099470277,18.223410431557404,-187.778044
147,0.4049975807164255,18.30406487031749,-107.586024
148,0.4564723813924737,18.380268958212056,-50.856024
149,0.4637983310638897,18.387635465148552,-238.765076
150,0.5673699319376562,18.53499281226742,-98.011031
151,0.35451906686175017,18.78371325923476,-281.135795
152,0.47006618913748693,18.973535054371183,-47.542513
153,0.45964218408332774,19.01190332935932,-125.360321
154,0.38196334530923737,19.08966195573311,-88.006376
155,0.34237456939945565,19.129557109558036,-207.257561
156,0.2601486147653007,19.264996408740956,-198.338761
157,0.2481414533013324,19.277631564058577,-70.912656
158,0.3751098237967623,19.424476382975097,-245.006731
159,0.41508145780383165,19.485766808048627,-35.965035
160,0.5434262669710328,19.61868542167126,-191.155351
161,0.49370890308148196,19.683067259797614,-67.615121
162,0.48241079709812534,19.73979302570518,-90.259994
163,0.4381453434082355,19.7910577008525,-128.359196
164,0.5911396308117244,19.956277630842923,-73.126854
165,0.7905383262522968,20.15830561505526,-143.315328
166,0.6568889630173088,20.32449716638795,-154.818091
167,0.47345800846676894,20.54373761009039,-208.045704
168,0.46625357430144876,20.605368316635072,-93.243698
169,0.633849324020315,20.807117601154072,-154.296524
170,0.563920274428304,20.87711270775591,-285.451427
171,0.7397148140254907,21.074683493655886,-217.541821
172,0.4755771636802848,21.344766543191483,33.181217
173,0.5012441200270158,21.503896547419906,-215.066234
174,0.574913129258005,21.579302491353946,-42.036963
175,0.5799069903595332,21.585143759752228,-46.748139
176,0.6361348092785613,21.647716915029406,-290.248113
177,0.5753756467203178,21.7117404501845,-96.788457
178,0.5199735520764285,21.773160424017412,-9.424506
179,0.4503529937461231,21.846104219184724,-137.252338
180,0.5390868209988843,21.943128988011576,-105.859592
181,0.6290025253201865,22.03722608157663,-154.633844
182,0.5979544375000829,22.119802843500633,-84.64614
183,0.5199074537907808,22.214071777543367,-66.282175
184,0.4985069611996412,22.30038584302619,-205.567877
185,0.5153106957702636,22.354665970374715,-255.021573
186,0.5346062261700485,22.37560425191598,-89.084098
187,0.6410032653173197,22.548684937015366,-135.986732
188,0.756913178555241,22.67473489946736,-147.544876
189,0.6925059755006865,22.767196466193713,-166.654687
190,0.5089435023731617,22.952471694213184,-167.166104
191,0.4869351608242661,22.974653403608322,-166.944929
192,0.46637620026001253,22.999511137831686,-158.762045
193,0.42029868010245514,23.07327170306018,-169.574075
194,0.4545912895287872,23.108214663959657,-156.116554
195,0.5419294731736699,23.195920334644537,-154.588183
196,0.5301136226244473,23.21340456933641,-64.427276
197,0.6798830419693983,23.378963519015997,-177.143426
198,0.6138337140632968,23.447066471362973,-139.728801
199,0.6013998174603898,23.503078612159747,-172.512714
200,0.5131297722626724,23.594716371923084,-118.883271
201,0.6718912452637579,23.783636139077295,-147.307989
202,0.6195766749258499,23.84252141298245,-147.494976
203,0.48751280979948475,23.99166691710402,-139.043004
204,0.5246174383368776,24.037005595673705,-130.083496
205,0.6995788422757768,24.22978122607853,-195.376532
206,0.5587485074278763,24.370635245511316,183.153255
207,0.5515979315403523,24.378141519136353,-408.034475
208,0.40188354220826644,24.562429901213804,-268.466083
209,0.42381383789829336,24.6228463209695,-68.214635
210,0.5491688589373613,24.766142643479604,-135.403393
211,0.3033109260060929,25.06823511827978,-163.727177
212,0.3904770852169013,25.336650649021944,-119.252065
213,0.656822196310351,25.630582646699594,-158.705466
214,0.6560414388895478,25.631745387741624,-234.466859
215,0.5909197105294575,25.754814968471834,-161.723189
216,0.6574626080015674,25.88581984213036,-123.059939
217,0.4159267753440197,26.16023233200471,-75.890432
218,0.743019896630521,26.510232332004712,-211.731009
219,0.5549387066927421,26.70164089260539,-135.989197
220,0.5916234476851846,26.763082072971937,-152.166638
221,0.5532248318233052,26.805888910584613,-120.453355
222,0.6830599619562152,27.03536411146999,-189.554832
223,0.661940411293035,27.05984014088542,-183.037427
224,0.6773120625820681,27.135282191305176,-126.456689
225,0.5605642410324098,27.27608347880997,-66.519876
226,0.5160068363627585,27.358766401060645,-143.099383
227,0.5323985998478432,27.38782241152818,-111.149289
228,0.46862454437367823,27.470705007426517,-123.740274
229,0.5105438907082476,27.52759961685246,-103.199485
230,0.5074330520660655,27.56512951908959,-116.075674
231,0.7080969450387284,27.76820410835766,-84.547192
232,0.6292664832992615,27.851133008334806,-145.029978
233,0.5909704665306055,27.90452746060903,-82.724138
234,0.5904590848147784,27.951268985119192,12.931506
235,0.5836447024768141,27.974754488272342,-196.550571
236,0.6818233614399541,28.080964825097016,-128.765118
237,0.5633874734577853,28.222559672519832,-130.441947
238,0.7709588363854095,28.458857984504352,-191.134864
239,0.7487074331153432,28.483226357915743,-150.955737
240,0.4675963847590102,28.799222083085724,-146.638998
241,0.6459203820175121,28.995400328887687,-165.921842
242,0.6864705669051023,29.093657016776483,-158.944638
243,0.5972242988745403,29.185338641691448,-114.159782
244,0.4060831039752667,29.3767930940442,-198.087086
245,0.4301546149965641,29.409945685217412,-166.828918
246,0.4807309968974875,29.465488849016467,-230.858246
247,0.5722704711275255,29.560033427577338,-115.457082
248,0.42691975161030615,29.73286983712228,-154.252276
249,0.3946205040282336,29.76906955581273,-101.994283
250,0.3610104982847115,29.80873569429629,-5.073225
251,0.5380206420717741,30.006028524818536,-320.06871
252,0.5877822785502473,30.072408309637474,-41.175123
253,0.5487698473954071,30.111635672331357,-111.536041
254,0.7118583993527209,30.276522195471603,-100.85441
255,0.5782604173057949,30.432742514310277,-95.775167
256,0.7048268334964999,30.56196660551105,-138.507621
257,0.6880063537317631,30.628891673143627,-87.24242
258,0.6349436701134059,30.689712835087278,-125.25613
259,0.6060607321717983,30.72545005764882,-118.689456
260,0.47191963590039154,30.912263619027613,-275.645353
261,0.4112750919240812,31.024126197140617,19.671113
262,0.5262090470669157,31.190261742656688,-250.399545
263,0.41635661318639144,31.330652125633947,-234.325764
264,0.5682653764884963,31.537657113139883,-23.00577
265,0.7296865822278412,31.728522283311648,-187.370235
266,0.8655489640122838,31.900245670165155,-84.914458
267,0.424369799258977,32.25024567016516,-194.024961
268,0.5001588628148839,32.35624522657205,77.540748
269,0.5602758541511412,32.417546723119266,-508.953934
270,0.5161460943433914,32.46252456267785,35.998618
271,0.4235483465638598,32.58511592877297,-39.833222
272,0.4456296960560532,32.61173208117108,-180.325435
273,0.4635526014763781,32.713917203316356,-87.130221
274,0.6539124142516298,32.90437836379835,-101.754248
275,0.7906318276303408,33.04627092059556,-137.49117
276,0.8116447034323376,33.139952691806634,-134.739525
277,0.6924499955597185,33.297916808574634,-133.715685
278,0.6537908570000782,33.349163845898076,-138.824685
279,0.5729442558088278,33.43353866246925,-160.647403
280,0.6746753022842835,33.54719160157605,-208.723977
281,0.8917221679992073,33.7985928724326,-126.840805
282,0.5317276664281555,34.1485928724326,-238.154867
283,0.5425457652432253,34.225782117383936,35.133041
284,0.41466636631348924,34.35552275948299,328.155911
285,0.6118519752247923,34.565535399796396,-254.935382
286,0.6150167146491822,34.579032473865,277.442811
287,0.1885958912998412,34.929032473865,-105.464818
288,0.12812673058269236,35.109867819501034,-190.345783
289,0.21530207300312518,35.410110236652145,-95.472442
290,0.537660601884529,35.73260043050522,-144.759658
291,1.1443114290984846,36.082600430505224,103.114465
292,1.699981068638966,36.432600430505225,7.028015
293,2.2239666033815286,36.78260043050523,15.942692
294,2.3982948140021083,36.968794221176836,26.784078
295,2.1136444585429115,37.31879422117684,-118.422607
296,0.10878188071345783,37.66879422117684,14.825956
297,0.3314407471867287,37.92630333331905,-162.202834
298,0.7407019271045038,38.27630333331905,37.460291
299,0.5097478670324854,38.513823546463655,-90.312661
